id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
132068,Great attic+terrace+parking. Beach views. ESS00578,648938,Mikel,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.3252,-1.97209,Entire home/apt,79,1,419,2019-03-28,4.40,1,104
142760,Apartment with ocean views,693119,Andre,Vizcaya,Busturia,43.39062,-2.6947,Entire home/apt,91,4,34,2018-08-31,0.37,1,273
223952,Caserío en la Costa Vasca,1040085,Diego,Vizcaya,Ibarrangelu,43.39426,-2.64648,Entire home/apt,150,7,9,2018-08-25,0.11,1,220
239971,Beautiful Rural house near Bilbao,1258788,Maria Lourdes,Vizcaya,Mungai,43.38018,-2.82413,Private room,73,2,0,,,3,327
286084,Habitación independiente con baño privado,1465243,Isabel,GuipÃºzcoa,Irun,43.33757,-1.81904,Private room,62,2,39,2018-10-14,1.97,1,348
309802,Luxury w/terrace near the beach WIF,1589633,Emy,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31582,-2.00394,Entire home/apt,195,3,4,2018-04-19,0.07,8,283
309813,Near the beach with terrace WIFI,1589633,Emy,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31478,-1.98734,Entire home/apt,78,31,12,2018-06-02,0.14,8,241
309828,Modern apt with beach view WIFI.,1589633,Emy,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31631,-1.98617,Entire home/apt,78,31,32,2017-09-24,0.50,8,0
309830,Gorgeus modern design WIFI Beach,1589633,Emy,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.31679,-1.98624,Private room,210,7,19,2018-07-11,0.26,8,291
329695,"By Guggenheim museum. For ""Game of Thrones"" fans",1683082,Gorka,Vizcaya,Plentzia,43.40585,-2.94824,Entire home/apt,180,3,5,2018-09-14,0.57,1,302
341691,rent room for days,1733722,Itziar,Vizcaya,Bilbao,43.26317,-2.94752,Private room,50,2,16,2018-11-04,0.89,1,307
360571,Refurbished 2 bedroom flat Donostia,1823300,Jon & Manex,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.30453,-1.97554,Entire home/apt,150,4,21,2018-11-03,0.60,9,260
376823,"Elegant palace with a privat foret,",1716909,Joxeanjel,GuipÃºzcoa,Oiartzun,43.2971,-1.86289,Entire home/apt,800,7,0,,,1,357
386301,Confortable next to surfing beach ,1933529,Ainhoa,GuipÃºzcoa,Donostia-San SebastiÃ¡n,43.32412,-1.97071,Entire home/apt,100,2,196,2019-03-30,2.79,1,243
