estado,tipo,direcciÃ�,x,y,longitude,latitude
VUT_Favorable,Viviendas de uso turÃ­stico,"Euskal Herria   14,    04 - C",582551.900000000023283,4797329.450000000186265,-1.98182953228038,43.3242763259185
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Euskal Herria   14,    06 - B",582551.900000000023283,4797329.450000000186265,-1.98182953228038,43.3242763259185
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Eustasio Amilibia    6,    09 - A",583067.150000000023283,4795342.830000000074506,-1.97577604970365,43.3063337434639
VUT_Favorable,Viviendas de uso turÃ­stico,"Eustasio Amilibia    8-Dr,    02 - C",582959.900000000023283,4795276.759999999776483,-1.97710821795619,43.3057507369535
VUT_Favorable,Viviendas de uso turÃ­stico,"Eustasio Amilibia    8-Dr,    05 - D",582959.900000000023283,4795276.759999999776483,-1.97710821795619,43.3057507369535
VUT_Favorable,Viviendas de uso turÃ­stico,"Eustasio Amilibia   11,    07 - A",582873.930000000051223,4795211.759999999776483,-1.97817786158732,43.3051750045266
VUT_Favorable,Viviendas de uso turÃ­stico,"Eustasio Amilibia   12,    04 - D",582861.050000000046566,4795201.879999999888241,-1.97833813491804,43.3050874716577
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Eustasio Amilibia   13,    07 - B",582847.280000000027940,4795191.349999999627471,-1.97850947759941,43.3049941844874
VUT_Favorable,Viviendas de uso turÃ­stico,"Eustasio Amilibia   14,    03 - A",582831.359999999986030,4795179.230000000447035,-1.97870756432439,43.3048868186844
VUT_Favorable,Viviendas de uso turÃ­stico,"Faro,Ps del   15  Principal (1Âº Piso)",580559.920000000041910,4796770.709999999962747,-2.0064763300142,43.319461915693
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Felipe Iv,Av de    4-Dr,    08 - D",583024.609999999986030,4795281.469999999739230,-1.97630975991583,43.3057860043927
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Felipe Iv,Av de    6-Dr,    07 - B",583053.040000000037253,4795265.169999999925494,-1.9759617376926,43.3056361151958
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Felipe Iv,Av de    7,    07 - A",583093.410000000032596,4795304.250000000000000,-1.97545814688728,43.3059835017759
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Felipe Iv,Av de    9,    03 - B",583098.920000000041910,4795301.419999999925494,-1.97539064721986,43.3059574143035
VUT_Favorable,Viviendas de uso turÃ­stico,"Fermin Calbeton   14,    01 - Iz",582375.489999999990687,4797231.389999999664724,-1.98401969820773,43.3234128224596
VUT_Favorable,Viviendas de uso turÃ­stico,"Fermin Calbeton   29,    01",582282.479999999981374,4797195.400000000372529,-1.98517205680089,43.323098981781
VUT_Favorable,Viviendas de uso turÃ­stico,"Fermin Calbeton   34,    01 - Iz",582278.719999999972060,4797199.639999999664724,-1.9852177880413,43.3231375666196
VUT_Favorable,Viviendas de uso turÃ­stico,"Fermin Calbeton   37,    01  1Âº",582239.239999999990687,4797178.650000000372529,-1.98570778276416,43.3229529089123
VUT_Favorable,Viviendas de uso turÃ­stico,"Fermin Calbeton   39,    01",582234.739999999990687,4797176.780000000260770,-1.98576355477981,43.3229365651153
VUT_Favorable,Viviendas de uso turÃ­stico,"Fermin Calbeton   39,    02",582234.739999999990687,4797176.780000000260770,-1.98576355477981,43.3229365651153
VUT_Favorable,Viviendas de uso turÃ­stico,"Fermin Calbeton   39,    03",582234.739999999990687,4797176.780000000260770,-1.98576355477981,43.3229365651153
VUT_Favorable,Viviendas de uso turÃ­stico,"Fermin Calbeton   41,    01",582229.849999999976717,4797174.790000000037253,-1.98582415403609,43.3229191835579
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Fe,Ps de la   22,    01 - Dr",581658.390000000013970,4796149.750000000000000,-1.99302356697782,43.31375282237
VUT_Favorable,Viviendas de uso turÃ­stico,"Fe,Ps de la   50A",581807.989999999990687,4795975.049999999813735,-1.99120506263861,43.3121637086827
VUT_Favorable,Viviendas de uso turÃ­stico,"Francia,Ps de    5,    00 - A  Beduria",582960.030000000027940,4796837.589999999850988,-1.9768708851307,43.3198031225233
VUT_Favorable,Viviendas de uso turÃ­stico,"Francia,Ps de    5,    00 - B  Beduria",582960.030000000027940,4796837.589999999850988,-1.9768708851307,43.3198031225233
VUT_Favorable,Viviendas de uso turÃ­stico,"Francia,Ps de    5,    00 - C  Beduria",582960.030000000027940,4796837.589999999850988,-1.9768708851307,43.3198031225233
VUT_Favorable,Viviendas de uso turÃ­stico,"Fuente de la Salud   10,    01 - D",582494.819999999948777,4796115.190000000409782,-1.98271584733326,43.3133504074222
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Fuente de la Salud   16,    02 - C",582502.290000000037253,4796066.410000000149012,-1.98263107201775,43.3129104133533
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Fuente de la Salud   18,    01 - A",582503.599999999976717,4796062.879999999888241,-1.98261545058242,43.3128784884724
VUT_Favorable,Viviendas de uso turÃ­stico,"Fuente de la Salud   18,    01 - C",582503.599999999976717,4796062.879999999888241,-1.98261545058242,43.3128784884724
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Fuente de la Salud   18,    05 - A",582503.599999999976717,4796062.879999999888241,-1.98261545058242,43.3128784884724
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Fuente de la Salud   22,    01 - D",582514.599999999976717,4796035.490000000223517,-1.98248394068809,43.3126306850073
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Fuente de la Salud   26,    05 - D",582534.119999999995343,4795999.980000000447035,-1.98224860550871,43.3123088408868
VUT_Favorable,Viviendas de uso turÃ­stico,"Gabriel M.Lafitte,Pz    4,    06 - B2",583277.260000000009313,4796025.440000000409782,-1.97308231620692,43.3124561600104
VUT_Favorable,Viviendas de uso turÃ­stico,"Garibai    3,    03 - Dr",582380.619999999995343,4797033.530000000260770,-1.98398612568458,43.3216308946977
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Garibai    6,    04 - I",582372.719999999972060,4797016.410000000149012,-1.98408611112608,43.3214776259018
VUT_Favorable,Viviendas de uso turÃ­stico,"Garibai   20,    01 - B",582417.510000000009313,4796930.740000000223517,-1.98354665483025,43.3207014174116
VUT_Favorable,Viviendas de uso turÃ­stico,"Garibai   20,    05 - A",582417.510000000009313,4796930.740000000223517,-1.98354665483025,43.3207014174116
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Garibai   34,    04 - B",582471.270000000018626,4796828.839999999850988,-1.98289904148082,43.3197781014532
VUT_Favorable,Viviendas de uso turÃ­stico,"General Artetxe    8,    01 - Iz",583312.109999999986030,4797344.110000000335276,-1.97245257809071,43.3243244680336
VUT_Favorable,Viviendas de uso turÃ­stico,"General Etxague    1,    01 - Iz",582523.239999999990687,4797255.650000000372529,-1.98219405498913,43.3236150389374
VUT_Tramitacion,Viviendas de uso turÃ­stico,"General Etxague    1,    07 - Dr",582523.239999999990687,4797255.650000000372529,-1.98219405498913,43.3236150389374
VUT_Favorable,Viviendas de uso turÃ­stico,"General Etxague    2,    01 - Dr",582526.420000000041910,4797243.620000000111759,-1.98215664870108,43.3235063819774
VUT_Favorable,Viviendas de uso turÃ­stico,"General Etxague    2,    01 - Iz",582526.420000000041910,4797243.620000000111759,-1.98215664870108,43.3235063819774
VUT_Tramitacion,Viviendas de uso turÃ­stico,"General Etxague    2,    04 - Iz",582526.420000000041910,4797243.620000000111759,-1.98215664870108,43.3235063819774
VUT_Tramitacion,Viviendas de uso turÃ­stico,"General Etxague    4,    05 - Iz",582545.459999999962747,4797253.669999999925494,-1.98192034329733,43.3235947738431
VUT_Favorable,Viviendas de uso turÃ­stico,General Etxague    6  1Âº Dcha.,582548.819999999948777,4797255.469999999739230,-1.98187863829307,43.3236106106749
VUT_Tramitacion,Viviendas de uso turÃ­stico,"General Etxague    6,    03 - Dr",582548.819999999948777,4797255.469999999739230,-1.98187863829307,43.3236106106749
VUT_Tramitacion,Viviendas de uso turÃ­stico,"General Etxague    6,    06 - Iz",582548.819999999948777,4797255.469999999739230,-1.98187863829307,43.3236106106749
VUT_Favorable,Viviendas de uso turÃ­stico,"General Etxague    7,    06 - A",582551.510000000009313,4797270.629999999888241,-1.98184318654496,43.3237468031948
VUT_Tramitacion,Viviendas de uso turÃ­stico,"General Etxague   11,    05 - Dr",582566.500000000000000,4797278.549999999813735,-1.98165714348959,43.3238164623885
VUT_Favorable,Viviendas de uso turÃ­stico,"General Etxague   14,    01 - B",582582.479999999981374,4797273.280000000260770,-1.98146087575001,43.3237672609534
VUT_Favorable,Viviendas de uso turÃ­stico,"General Etxague   14,    04 - A",582582.479999999981374,4797273.280000000260770,-1.98146087575001,43.3237672609534
VUT_Tramitacion,Viviendas de uso turÃ­stico,"General Etxague   15,    03 - D",582577.219999999972060,4797284.209999999962747,-1.98152409635488,43.3238662430784
VUT_Tramitacion,Viviendas de uso turÃ­stico,"General Jauregi    3,    02 - Dr",582469.339999999967404,4797375.320000000298023,-1.98284075418357,43.3246983600184
VUT_Favorable,Viviendas de uso turÃ­stico,"General Jauregi    3,    05 - Iz",582469.339999999967404,4797375.320000000298023,-1.98284075418357,43.3246983600184
VUT_Favorable,Viviendas de uso turÃ­stico,General Jauregi    5  1Âº Dcha,582481.489999999990687,4797381.759999999776483,-1.98268995425623,43.3247550076697
VUT_Tramitacion,Viviendas de uso turÃ­stico,"General Jauregi    6,    05 - Dr",582476.310000000055879,4797365.190000000409782,-1.98275632292033,43.3246063935696
VUT_Favorable,Viviendas de uso turÃ­stico,General Jauregi    8  Bajo,582487.819999999948777,4797371.299999999813735,-1.98261346512894,43.3246601402796
VUT_Favorable,Viviendas de uso turÃ­stico,"General Jauregi    8,    04 - Dr",582487.819999999948777,4797371.299999999813735,-1.98261346512894,43.3246601402796
VUT_Favorable,Viviendas de uso turÃ­stico,"General Jauregi    9,    03 - Iz",582496.550000000046566,4797389.740000000223517,-1.98250303679387,43.324825200717
VUT_Favorable,Viviendas de uso turÃ­stico,"General Jauregi   11,    01 - B  Parma",582502.150000000023283,4797392.750000000000000,-1.98243352577117,43.3248516857967
VUT_Favorable,Viviendas de uso turÃ­stico,"General Jauregi   11,    02 - C  Parma",582502.150000000023283,4797392.750000000000000,-1.98243352577117,43.3248516857967
VUT_Tramitacion,Viviendas de uso turÃ­stico,"General Jauregi   11,    04 - E  Parma",582502.150000000023283,4797392.750000000000000,-1.98243352577117,43.3248516857967
VUT_Tramitacion,Viviendas de uso turÃ­stico,"General Jauregi   12,    06 - Dr",582501.489999999990687,4797378.580000000074506,-1.98244379439214,43.3247241835083
VUT_Favorable,Viviendas de uso turÃ­stico,"General Jauregi   18,    01",582517.569999999948777,4797387.179999999701977,-1.98224420501956,43.324799846172
VUT_Tramitacion,Viviendas de uso turÃ­stico,"General Lertsundi    7,    01 - Dr",582172.520000000018626,4796323.959999999962747,-1.98665844214564,43.3152652787646
VUT_Favorable,Viviendas de uso turÃ­stico,"Getaria    2.T,    01  Entresuelo Derecha -B",582587.359999999986030,4796771.400000000372529,-1.98147618877632,43.3192482204616
VUT_Favorable,Viviendas de uso turÃ­stico,"Getaria    2.T,    01  Entresuelo Derecha A",582587.359999999986030,4796771.400000000372529,-1.98147618877632,43.3192482204616
VUT_Favorable,Viviendas de uso turÃ­stico,"Getaria    6,    01 - Iz",582612.800000000046566,4796722.639999999664724,-1.98116982967738,43.3188064322916
VUT_Favorable,Viviendas de uso turÃ­stico,"Getaria   12,    01",582642.510000000009313,4796666.110000000335276,-1.98081199269024,43.3182942195672
VUT_Favorable,Viviendas de uso turÃ­stico,"Getaria   14,    01 - Dr  Urumea",582651.709999999962747,4796648.730000000447035,-1.98070116725295,43.3181367336644
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Getaria   23,    04 - Dr",582693.750000000000000,4796601.700000000186265,-1.98018987322884,43.3177086939515
VUT_Favorable,Viviendas de uso turÃ­stico,"Gipuzkoa,Pz de   15,    01",582554.790000000037253,4796925.080000000074506,-1.98185469679856,43.320635402126
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Gipuzkoa,Pz de   16,    En - Iz",582538.530000000027940,4796916.429999999701977,-1.98205650001287,43.3205593095531
VUT_Favorable,Viviendas de uso turÃ­stico,Gloria    3  1Âº A,583300.589999999967404,4797143.179999999701977,-1.97262512741351,43.3225167455332
VUT_Favorable,Viviendas de uso turÃ­stico,Gloria    3  1Âº B,583300.589999999967404,4797143.179999999701977,-1.97262512741351,43.3225167455332
VUT_Favorable,Viviendas de uso turÃ­stico,"Gloria    3,    1Âº - C",583300.589999999967404,4797143.179999999701977,-1.97262512741351,43.3225167455332
VUT_Favorable,Viviendas de uso turÃ­stico,"Gloria    5,    En - B  (En O.M. Es 1Âºb)",583324.180000000051223,4797155.790000000037253,-1.97233231596277,43.3226276614791
VUT_Favorable,Viviendas de uso turÃ­stico,"Gloria    5,    En - C  /O.M. 1Âºc",583324.180000000051223,4797155.790000000037253,-1.97233231596277,43.3226276614791
VUT_Favorable,Viviendas de uso turÃ­stico,"Gloria    5,    En - D  (En O.M. 1Âºd)",583324.180000000051223,4797155.790000000037253,-1.97233231596277,43.3226276614791
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Gran Via    4,    02 - Iz",583098.160000000032596,4797418.049999999813735,-1.97507976788267,43.3250138341706
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Gran Via    4,    03 - Iz",583098.160000000032596,4797418.049999999813735,-1.97507976788267,43.3250138341706
VUT_Favorable,Viviendas de uso turÃ­stico,"Gran Via    4,    04 - Iz",583098.160000000032596,4797418.049999999813735,-1.97507976788267,43.3250138341706
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Gran Via    4,    07 - Cn",583098.160000000032596,4797418.049999999813735,-1.97507976788267,43.3250138341706
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Gran Via    7,    03 - Cn",583155.130000000004657,4797385.530000000260770,-1.97438214499673,43.3247147541663
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Gran Via    7,    05 - Iz",583155.130000000004657,4797385.530000000260770,-1.97438214499673,43.3247147541663
VUT_Favorable,Viviendas de uso turÃ­stico,Gran Via   11  1Âº Izda.,583193.089999999967404,4797347.200000000186265,-1.97391983674306,43.3243654652367
VUT_Favorable,Viviendas de uso turÃ­stico,"Gran Via   12,    01 - Iz",583230.109999999986030,4797288.410000000149012,-1.97347222746744,43.3238320744557
VUT_Favorable,Viviendas de uso turÃ­stico,Gran Via   13  1Âºb,583202.699999999953434,4797337.480000000447035,-1.97380280153553,43.3242768915087
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Gran Via   19,    06 - Dr",583235.660000000032596,4797304.330000000074506,-1.97340137297272,43.3239747899759
VUT_Tramitacion,Viviendas de uso turÃ­stico,Gran Via   20  Entreplanta D,583272.869999999995343,4797245.259999999776483,-1.97295147054555,43.3234388552876
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Heriz,Ps de    3,    04 - Iz",580927.020000000018626,4796123.709999999962747,-2.00204499743364,43.313597418368
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Heriz,Ps de    7,    05 - B",580928.449999999953434,4796103.150000000372529,-2.00203039518447,43.313412158176
VUT_Favorable,Viviendas de uso turÃ­stico,"Heriz,Ps de    8-Dr,    02 - Dr",580915.569999999948777,4796090.419999999925494,-2.00219107660322,43.3132989326809
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Heriz,Ps de    8-Iz,    05 - E",580915.569999999948777,4796090.419999999925494,-2.00219107660322,43.3132989326809
VUT_Favorable,Viviendas de uso turÃ­stico,"Heriz,Ps de    9,    04 - Cn",580929.650000000023283,4796086.179999999701977,-2.00201809989142,43.313259244308
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Heriz,Ps de   10  Bajo",580916.359999999986030,4796079.429999999701977,-2.00218295514345,43.3131999022291
VUT_Favorable,Viviendas de uso turÃ­stico,"Heriz,Ps de   12-Dr,    04 - Dr",580910.030000000027940,4796060.419999999925494,-2.00226380184826,43.3130294317452
VUT_Favorable,Viviendas de uso turÃ­stico,"Heriz,Ps de   16,    02 - C",580911.530000000027940,4796029.150000000372529,-2.00224991355196,43.31274773945
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Heriz,Ps de   19,    01 - Dr",580968.630000000004657,4795952.360000000335276,-2.00155721610026,43.3120502377465
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Heriz,Ps de   35,    Sm  Guria Baita  (SemisÃ³tano)",581007.719999999972060,4795894.299999999813735,-2.00108382218151,43.3115233019626
VUT_Favorable,Viviendas de uso turÃ­stico,"Heriz,Ps de   42,    01 - B",580981.530000000027940,4795868.179999999701977,-2.00141057667243,43.3112909574189
VUT_Favorable,Viviendas de uso turÃ­stico,"Heriz,Ps de   90,    00 - A  Itxas Aurre",580977.530000000027940,4795724.820000000298023,-2.00148102544265,43.3100006849653
VUT_Favorable,Viviendas de uso turÃ­stico,"Hernani    1,    01 - A",582314.500000000000000,4797016.769999999552965,-1.98480398159135,43.3214872419772
VUT_Favorable,Viviendas de uso turÃ­stico,"Hernani    2,    1Âº - DÂª",582392.560000000055879,4796835.480000000447035,-1.98386860921371,43.3198465097484
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Hernani    3,    03 - Iz  (Y Portal 5)",582321.469999999972060,4797004.030000000260770,-1.98471994301946,43.3213717786769
VUT_Favorable,Viviendas de uso turÃ­stico,"Hernani    8,    01 - Dr",582410.689999999944121,4796800.730000000447035,-1.98365026533572,43.3195316632485
VUT_Favorable,Viviendas de uso turÃ­stico,"Hernani    8,    05 - Iz",582410.689999999944121,4796800.730000000447035,-1.98365026533572,43.3195316632485
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Hernani    8,    06 - Iz",582410.689999999944121,4796800.730000000447035,-1.98365026533572,43.3195316632485
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Hernani   15,    02 - Iz",582367.709999999962747,4796915.440000000409782,-1.98416303751144,43.320569125034
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Hernani   21,    04 - Iz",582389.430000000051223,4796874.219999999739230,-1.98390139215928,43.3201956353208
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Hernani   31,    01 - 1  (1Âºizquierda)",582432.060000000055879,4796793.349999999627471,-1.98338786325342,43.3194628778755
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Hipica,Cm de la   10,    01 - B  Edurne",583820.630000000004657,4795418.660000000149012,-1.96647549624056,43.3069328892001
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Hondarribia    1,    01 - Iz",582534.630000000004657,4796765.190000000409782,-1.98212732381697,43.3191980994087
VUT_Favorable,Viviendas de uso turÃ­stico,"Hondarribia    2,    01 - B",582507.640000000013970,4796760.040000000037253,-1.98246090495685,43.3191546945848
VUT_Favorable,Viviendas de uso turÃ­stico,"Hondarribia    4,    01 - Dr",582513.310000000055879,4796749.219999999739230,-1.98239261543242,43.3190566582963
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Hondarribia    6,    03 - A",582520.099999999976717,4796736.309999999590218,-1.98231082979969,43.3189396824672
VUT_Favorable,Viviendas de uso turÃ­stico,"Hondarribia   12,    01 - Iz",582544.930000000051223,4796689.469999999739230,-1.98201169918862,43.3185152494883
VUT_Favorable,Viviendas de uso turÃ­stico,"Hondarribia   19,    02 - Dr",582616.140000000013970,4796587.169999999925494,-1.98114902593141,43.3175864071004
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Humboldt    4,    01 - C",583425.920000000041910,4795754.190000000409782,-1.9712906267992,43.3099975850247
VUT_Favorable,Viviendas de uso turÃ­stico,"Humboldt    4,    06 - B",583425.920000000041910,4795754.190000000409782,-1.9712906267992,43.3099975850247
VUT_Favorable,Viviendas de uso turÃ­stico,Idiakez    3  1Âº Dcha.,582600.869999999995343,4796931.019999999552965,-1.98128558836194,43.3206838210462
VUT_Favorable,Viviendas de uso turÃ­stico,Idiakez    3  1Âº Izda.,582600.869999999995343,4796931.019999999552965,-1.98128558836194,43.3206838210462
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Idiakez    3,    Bh  (6Âº)",582600.869999999995343,4796931.019999999552965,-1.98128558836194,43.3206838210462
VUT_Favorable,Viviendas de uso turÃ­stico,"Idiakez    8,    04 - B",582600.790000000037253,4796898.250000000000000,-1.98129150459145,43.3203887963351
VUT_Tramitacion,Viviendas de uso turÃ­stico,Idiakez   10  6Âº,582606.550000000046566,4796887.290000000037253,-1.98122212688947,43.3202894890462
VUT_Favorable,Viviendas de uso turÃ­stico,Infanta Cristina    2,580785.760000000009313,4796386.620000000111759,-2.00374802203792,43.3159796415754
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Infante Don Juan    4,    00",580726.400000000023283,4796400.059999999590218,-2.00447796699301,43.3161070182287
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Infante Don Juan    6,    00",580729.319999999948777,4796391.400000000372529,-2.00444323570125,43.316028736861
VUT_Favorable,Viviendas de uso turÃ­stico,Infante Don Juan   27,580698.800000000046566,4796244.269999999552965,-2.00484117177969,43.3147073665043
VUT_Favorable,Viviendas de uso turÃ­stico,Infante Don Juan   29,580697.189999999944121,4796240.240000000223517,-2.00486161508951,43.3146712562036
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Iparragirre   15-01,    06 - D",583039.969999999972060,4797168.129999999888241,-1.97583516501696,43.3227701985779
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Iparragirre   15-02,    02 - A",583039.969999999972060,4797168.129999999888241,-1.97583516501696,43.3227701985779
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Isabel II,Av de    3,    08 - A",583110.589999999967404,4795161.480000000447035,-1.97526794397585,43.3046962223863
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Isabel II,Av de    4-Dr,    05 - D",583088.709999999962747,4795195.360000000335276,-1.9755325536715,43.30500366607
VUT_Favorable,Viviendas de uso turÃ­stico,"Isabel II,Av de   10,    07 - Id",582970.579999999958090,4795105.870000000111759,-1.97700235690478,43.3042110074743
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Isabel II,Av de   18,    05 - B",582892.300000000046566,4795047.150000000372529,-1.97797622774115,43.3036909684852
VUT_Favorable,Viviendas de uso turÃ­stico,"Isidro Ansorena    1-03,    00 - B",579769.800000000046566,4795258.549999999813735,-2.01643884660026,43.3059317567553
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Isidro Ansorena    1-04,    00 - B",579769.800000000046566,4795258.549999999813735,-2.01643884660026,43.3059317567553
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Isidro Ansorena   32,    01  Casa Completa",579884.199999999953434,4795246.429999999701977,-2.01503026171235,43.3058104999308
VUT_Favorable,Viviendas de uso turÃ­stico,"Javier Barkaiztegi   11,    02 - D",582627.900000000023283,4795259.309999999590218,-1.98120375027832,43.3056301633853
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Javier Barkaiztegi   13,    08 - B",582613.489999999990687,4795259.040000000037253,-1.9813814376041,43.3056293148204
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Jose Arana    8,    03 - C",583514.189999999944121,4797263.400000000372529,-1.96997285484408,43.3235754093309
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Jose Arana   13,    06 - A",583548.560000000055879,4797317.820000000298023,-1.96954073575791,43.3240615411444
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Jose Arana   17,    01 - A",583573.709999999962747,4797342.080000000074506,-1.96922690034849,43.3242771619799
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Jose Maria Soroa    7,    02 - A",583441.880000000004657,4797191.700000000186265,-1.97087545066383,43.3229379126966
VUT_Favorable,Viviendas de uso turÃ­stico,"Jose Maria Soroa    7,    03 - C",583441.880000000004657,4797191.700000000186265,-1.97087545066383,43.3229379126966
VUT_Favorable,Viviendas de uso turÃ­stico,"Jose Maria Soroa    8,    00 - Cn",583454.430000000051223,4797176.849999999627471,-1.9707229479505,43.3228028235986
VUT_Favorable,Viviendas de uso turÃ­stico,"Jose Maria Soroa   17,    02 - Dr",583530.670000000041910,4797216.230000000447035,-1.96977680697442,43.3231489016131
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Jose Maria Soroa   21,    02 - Iz",583554.729999999981374,4797222.849999999627471,-1.96947910323503,43.3232058292532
VUT_Favorable,Viviendas de uso turÃ­stico,"Jose Maria Soroa   28,    03 - A",583679.849999999976717,4797235.639999999664724,-1.96793423389607,43.3233070660834
VUT_Favorable,Viviendas de uso turÃ­stico,"Jose M. Salaberria    7-01,    02 - A",582624.599999999976717,4795598.549999999813735,-1.98119341959037,43.308684764299
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Jose M. Salaberria    7-02,    07 - C",582624.599999999976717,4795598.549999999813735,-1.98119341959037,43.308684764299
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Jose M. Salaberria   23,    07 - Iz",582680.400000000023283,4795271.799999999813735,-1.98055465017073,43.3057368459889
VUT_Favorable,Viviendas de uso turÃ­stico,"Jose M. Salaberria   49,    05 - B",582726.849999999976717,4794971.320000000298023,-1.98002724704724,43.3030264647948
VUT_Favorable,Viviendas de uso turÃ­stico,"Juan de Bilbao   14,    01",582269.790000000037253,4797290.040000000037253,-1.98531436208365,43.3239524297642
VUT_Favorable,Viviendas de uso turÃ­stico,Juan de Bilbao   17  1Âº Dcha.,582263.839999999967404,4797282.169999999925494,-1.98538891521725,43.3238822258177
VUT_Favorable,Viviendas de uso turÃ­stico,"Juan de Garai    2,    03 - Dr",580797.780000000027940,4796074.959999999962747,-2.00364566027063,43.3131724039372
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Juan de Garai    2,    At - Dr",580797.780000000027940,4796074.959999999962747,-2.00364566027063,43.3131724039372
VUT_Tramitacion,Viviendas de uso turÃ­stico,Juan de Garai    4.Y  1 Iz,580788.390000000013970,4796105.030000000260770,-2.00375701278077,43.3134441396524
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Juan ZaragÃ¼eta    2,    03 - A",583332.250000000000000,4795882.629999999888241,-1.97242598860312,43.3111643309408
VUT_Tramitacion,Viviendas de uso turÃ­stico,"Julio Urkixo,Ps de   14,    08 - B",585941.420000000041910,4797234.429999999701977,-1.94004596492066,43.3230411031064
VUT_Tramitacion,Viviendas de uso turÃ­stico,"J.Mig.Barandiaran,Ps    8,    05 - Ii",583417.530000000027940,4797633.330000000074506,-1.97110861370492,43.3269166633933
VUT_Favorable,Viviendas de uso turÃ­stico,"J.Mig.Barandiaran,Ps   14,    02 - 3",583487.959999999962747,4797722.679999999701977,-1.97022646083879,43.3277132746152
VUT_Tramitacion,Viviendas de uso turÃ­stico,"J.Mig.Barandiaran,Ps   14,    04 - 1",583487.959999999962747,4797722.679999999701977,-1.97022646083879,43.3277132746152
VUT_Favorable,Viviendas de uso turÃ­stico,"J.Mig.Barandiaran,Ps   16,    01 - 1",583485.410000000032596,4797726.219999999739230,-1.97025737012049,43.3277454288006
VUT_Favorable,Viviendas de uso turÃ­stico,"J.Mig.Barandiaran,Ps   16,    02 - 1",583485.410000000032596,4797726.219999999739230,-1.97025737012049,43.3277454288006
VUT_Tramitacion,Viviendas de uso turÃ­stico,"J.Mig.Barandiaran,Ps   18  Entresuelo Local 2",583470.880000000004657,4797739.030000000260770,-1.97043461248342,43.3278623719861
VUT_Tramitacion,Viviendas de uso turÃ­stico,"J.Mig.Barandiaran,Ps   18,    02 - 5",583470.880000000004657,4797739.030000000260770,-1.97043461248342,43.3278623719861
VUT_Tramitacion,Viviendas de uso turÃ­stico,"J.Mig.Barandiaran,Ps   18,    05 - 1",583470.880000000004657,4797739.030000000260770,-1.97043461248342,43.3278623719861
